;Gender;Age;Residence;Education;Occupation;Environmental_affect;Everyday_affect;Time_to_degrade;Recycling_symbol;Microplastic_in_food;Chemical_absorbtion;Recycle_plastic;Product_use;usage_reason;plastic_over_other;purchase_behaviour;ensure_biodegradable;microwavesafe;takeyourbag;location_of_usage;food_in_bag;bag_reuse;bottle_reuse;cleaning_responsibility;dispose_outdoor;waste_around_you;disposal_behaviour;special_bins;negative_impact;teaching_kids;awareness_source;way_to_reduce;willing_to_adopt;alternatives;survival_without_plastic
113;Female;Young;Shalamar;College;Student;Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;500 years;I never saw it;Agree;Neutral;Strongly Agree;Bottle,                          Bags,  Food containers,                                  Bowls,                    Snack Bag,                                 Utensil;Lightweight,        Easily Available,               No Alternatives;Often;1- 10;Sometimes;Never;Sometimes;Home;Usually;2-1 years;Few months;Usually;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Individual behavior change;Agree;Cloth bag;Agree
114;Male;Young;Cantonement;College;Working Student;Agree;Deterioration of Natural Beauty;500 years;No;Agree;Neutral;Agree;Bottle;Easily Available;Usually;Not at all;Often;Usually;Usually;Home;Usually;One time;Few weeks;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Campaigns;Government regulations and bans;Agree;Cloth bag;Agree
115;Female;Young;Data gunj buksh;College;Working Student;Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;days50;Yes;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Never;Not at all;Usually;Always;Always;Outdoor;Sometimes;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about negative impact and look for the alternative;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
116;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Never;Not at all;Usually;Always;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about negative impact and look for the alternative;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
117;Male;Young;Cantonement;University;Working Student;Strongly Agree;Marine life,                            Health,             Sewage System;50 years;No;Agree;Agree;Agree;Bottle,                          Bags,  Food containers;Price is Low,                         Lightweight,        Easily Available;Often;1- 10;Sometimes;Never;Often;Home;Always;more than 5;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Other;Agree;Cloth bag;Neutral
118;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Sometimes;Not at all;Always;Always;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
119;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Usually;Not at all;Always;Always;Sometimes;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
120;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Sometimes;Not at all;Always;Always;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Corporate responsibility and sustainability initiatives;Strongly Agree;Cloth bag;Agree
121;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Sometimes;Not at all;Always;Sometimes;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
122;Female;Young;Data gunj buksh;College;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Sometimes;Not at all;Always;Always;Always;Outdoor;Sometimes;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
123;Female;Young;Nishter;College;Student;Strongly Agree;Local economy;Never degrade;No;Disagree;Strongly Agree;Neutral;Buckets;Easily Available;Sometimes;Not at all;Never;Never;Sometimes;Outdoor;Never;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Institute;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
124;Female;Young;Nishter;University;Employee;Agree;Deterioration of Natural Beauty;Don’t know;No;Neutral;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls;Lightweight;Often;Not at all;Never;Sometimes;Usually;Home;Sometimes;One time;Few weeks;Always;Dump in near by trash can;Always pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Institute;Government regulations and bans;Strongly Agree;Cloth bag;Neutral
125;Male;Young;Iqbal Town;University;Working Student;Strongly Agree;Marine life;Never degrade;I never saw it;Neutral;Strongly Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers;Easily Available;Often;1- 10;Usually;Often;Usually;Home;Sometimes;One time;One time;Always;Dump in near by trash can;Always pick it up;Burying;Yes;I think about negative impact and look for the alternative;Yes;News;Corporate responsibility and sustainability initiatives;Agree;Cloth bag;Strongly Agree
126;Male;Young;Iqbal Town;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;500 years;Yes;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,                                  Bowls,                                   Slipper,                    Snack Bag;Price is Low,                         Lightweight;Never;11 - 25;Never;Never;Sometimes;Home;Always;more than 5;Few weeks;Usually;Dump in near by trash can;Ignore it;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Strongly Agree;Paper bag;Strongly Agree
127;Male;Young;Samnabad;University;Student;Strongly Agree;Marine life;Don’t know;Yes;Agree;Strongly Agree;Strongly Disagree;Bottle;Lightweight;Never;1- 10;Never;Sometimes;Sometimes;Home;Always;2-1 years;Few months;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Institute;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
128;Male;Young;Iqbal Town;University;Student;Agree;Health;Don’t know;No;Agree;Strongly Agree;Strongly Agree;Bottle,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available,               No Alternatives;Sometimes;1- 10;Never;Never;Sometimes;Home;Always;more than 5;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;No;Social media;Other;Strongly Agree;Cloth bag;Strongly Agree
129;Male;Young;Shalamar;College;Businessman;Strongly Agree;Marine life,                            Health,             Sewage System;Don’t know;I never saw it;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,  Food containers;Price is Low,                         Lightweight,        Easily Available,               No Alternatives;Usually;1- 10;Usually;Usually;Sometimes;Home;Usually;2-1 years;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Strongly Agree;Paper bag;Strongly Agree
130;Female;Young;Samnabad;University;Employee;Agree;Sewage System;days50;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available;Usually;1- 10;Never;Never;Often;Home;Always;Don’t reuse;Few months;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
131;Male;Young;Iqbal Town;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,  Food containers;Price is Low,        Easily Available,               No Alternatives;Never;1- 10;Sometimes;Usually;Never;Outdoor;Usually;more than 5;Few weeks;Always;Dump in near by trash can;Always pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Own experience;Individual behavior change;Strongly Agree;Cloth bag;Strongly Agree
132;Female;Young;Nishter;University;Student;Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Neutral;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Price is Low,                         Lightweight,        Easily Available;Often;1- 10;Never;Never;Usually;Outdoor;Sometimes;One time;Few weeks;Always;Carry it with you to dispose of later or when you reach home;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Own experience;Individual behavior change;Agree;Cloth bag;Strongly Agree
133;Female;Young;Data gunj buksh;College;Employee;Strongly Agree;Marine life,                            Health,             Sewage System;days50;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Always;Not at all;Always;Always;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
134;Female;Young;Data gunj buksh;University;Employee;Agree;Deterioration of Natural Beauty;Don’t know;Yes;Agree;Agree;Strongly Disagree;Bottle,  Food containers;Easily Available;Always;1- 10;Usually;Always;Usually;Home;Always;One time;One time;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Disagree;No, I am okay with plastic;Disagree
135;Female;Young;Data gunj buksh;College;Employee;Strongly Disagree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;days50;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low;Sometimes;Not at all;Always;Always;Always;Outdoor;Never;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
136;Female;Young;Shalamar;College;Working Student;Agree;Marine life;Never degrade;Yes;Disagree;Agree;Disagree;Snack Bag;Lightweight;Sometimes;1- 10;Often;Usually;Usually;Home;Always;more than 5;Few months;Often;Dump in near by trash can;Always pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Government regulations and bans;Agree;Cloth bag;Agree
137;Female;Young;Ravi;University;Employee;Agree;Marine life,             Sewage System;Never degrade;I never saw it;Neutral;Agree;Agree;Bottle,                          Bags,  Food containers;Price is Low;Usually;1- 10;Never;Never;Sometimes;Home;Always;2-1 years;Few months;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Individual behavior change;Agree;Cloth bag;Strongly Agree
138;Female;Young;Cantonement;University;Unemployed;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;I never saw it;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Price is Low,                         Lightweight,        Easily Available,               No Alternatives,                              Other;Always;More than 25;Sometimes;Sometimes;Sometimes;Outdoor;Always;One time;Few months;Always;Carry it with you to dispose of later or when you reach home;Always pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Individual behavior change;Strongly Agree;Glass;Strongly Agree
139;Female;Middle Aged;Aziz Bhatti;School;Employee;Strongly Agree;Sewage System;Never degrade;No;Agree;Strongly Agree;Disagree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Easily Available;Usually;11 - 25;Always;Never;Never;Home;Always;One time;Few weeks;Sometimes;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
140;Female;Young;Nishter;College;Employee;Agree;Sewage System;Don’t know;I never saw it;Agree;Agree;Strongly Agree;Snack Bag;Easily Available;Always;1- 10;Always;Usually;Sometimes;Outdoor;Always;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
141;Female;Young;Nishter;College;Employee;Strongly Agree;Sewage System;Don’t know;I never saw it;Strongly Agree;Agree;Strongly Agree;Snack Bag;No Alternatives;Sometimes;1- 10;Always;Usually;Sometimes;Outdoor;Always;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
142;Male;Young;Nishter;School;Working Student;Strongly Agree;Health;50 years;Yes;Strongly Disagree;Agree;Neutral;Bottle;Easily Available;Usually;1- 10;Usually;Usually;Often;Home;Sometimes;One time;Didn’t reuse;Sometimes;Dump in near by trash can;Sometimes pick it up;Sell;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Institute;Other;Neutral;No, I am okay with plastic;Agree
143;Male;Young;Iqbal Town;College;Employee;Strongly Agree;Health;Never degrade;I never saw it;Neutral;Agree;Strongly Agree;Bottle,                              Buckets;Price is Low,        Easily Available,               No Alternatives;Always;More than 25;Usually;Often;Sometimes;Office;Always;Don’t reuse;Didn’t reuse;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Sort through proper channels;No;I think about negative impact and look for the alternative;No;Social media;Other;Strongly Agree;Cardboard;Agree
144;Female;Young;Ravi;School;Student;Strongly Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;500 years;Yes;Strongly Agree;Agree;Strongly Agree;Bottle,                              Buckets,                                  Bowls,                                   Slipper,                    Snack Bag;Price is Low,                         Lightweight,        Easily Available;Usually;More than 25;Sometimes;Usually;Often;Home;Usually;more than 5;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Corporate responsibility and sustainability initiatives;Agree;Cloth bag;Strongly Agree
145;Male;Young;Iqbal Town;University;Working Student;Strongly Agree;Health;50 years;No;Neutral;Neutral;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag;Price is Low,        Easily Available;Usually;1- 10;Never;Never;Never;Outdoor;Always;more than 5;Few months;Often;Dump in near by trash can;Sometimes pick it up;Sell;No;I don't think about the negative impact of plastic;No;Social media;Government regulations and bans;Agree;Paper bag;Agree
146;Female;Young;Nishter;College;Employee;Strongly Agree;Sewage System;Don’t know;I never saw it;Strongly Disagree;Agree;Agree;Bottle,                          Bags,                                    Other;Easily Available;Usually;Not at all;Usually;Often;Never;Outdoor;Usually;One time;Few months;Always;Dump in near by trash can;Always pick it up;Burying;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Corporate responsibility and sustainability initiatives;Agree;Cloth bag;Agree
147;Male;Young;Nishter;College;Student;Strongly Agree;Health;Don’t know;I never saw it;Strongly Agree;Strongly Agree;Agree;Bottle;Price is Low;Never;1- 10;Never;Never;Never;Home;Never;Don’t reuse;Few weeks;Always;Throw it on ground;Ignore it;Open Dumping;Yes;I don't think about the negative impact of plastic;No;Social media;Individual behavior change;Strongly Disagree;Cloth bag;Strongly Agree
148;Female;Young;Nishter;University;Housewife;Agree;Marine life,                            Health;Don’t know;No;Agree;Agree;Agree;Bottle,                              Buckets,                                   Slipper;Easily Available;Often;Not at all;Sometimes;Sometimes;Always;Home;Always;One time;Few weeks;Usually;Dump in near by trash can;Always pick it up;Sell;Yes;I think about negative impact and look for the alternative;Yes;Own experience;Government regulations and bans;Agree;Cloth bag;Disagree
149;Female;Young;Cantonement;School;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;50 years;Yes;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,  Food containers,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,        Easily Available,               No Alternatives,                              Other;Never;11 - 25;Sometimes;Never;Sometimes;Outdoor;Always;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about negative impact and look for the alternative;Yes;Social media;Individual behavior change;Strongly Agree;Cloth bag;Strongly Agree
150;Male;Young;Ravi;University;Employee;Agree;Health;500 years;No;Neutral;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Sometimes;1- 10;Sometimes;Usually;Sometimes;Home;Usually;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Individual behavior change;Agree;Paper bag;Strongly Agree
151;Male;Young;Shalamar;University;Businessman;Strongly Agree;Sewage System;Never degrade;No;Agree;Strongly Agree;Strongly Agree;Bags;Easily Available;Usually;1- 10;Never;Never;Never;Outdoor;Always;One time;Few weeks;Usually;Dump in near by trash can;Sometimes pick it up;Burning;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
152;Male;Young;Wahga;College;Student;Agree;Health,          Deterioration of Natural Beauty;Never degrade;Yes;Neutral;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Easily Available;Sometimes;More than 25;Never;Never;Never;Home;Always;more than 5;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;No;Social media;Government regulations and bans;Agree;Cloth bag;Agree
153;Male;Young;Cantonement;University;Employee;Strongly Agree;Health,          Deterioration of Natural Beauty,                  Local economy;Don’t know;No;Strongly Agree;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Easily Available;Often;11 - 25;Usually;Usually;Often;Office;Often;2-1 years;Few weeks;Usually;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Burying;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Radio;Individual behavior change;Neutral;Cardboard;Agree
154;Male;Young;Shalamar;University;Unemployed;Agree;Sewage System;Never degrade;No;Agree;Agree;Strongly Agree;Bottle,                          Bags,  Food containers,                                  Bowls;Easily Available,               No Alternatives;Sometimes;1- 10;Never;Always;Often;Outdoor;Always;Don’t reuse;Few months;Always;Carry it with you to dispose of later or when you reach home;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Institute;Individual behavior change;Agree;Cloth bag;Strongly Agree
155;Female;Young;Data gunj buksh;College;Employee;Agree;Sewage System;Don’t know;I never saw it;Disagree;Agree;Strongly Disagree;Other;Easily Available;Always;1- 10;Sometimes;Never;Sometimes;Home;Always;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Other;Agree;Cloth bag;Agree
156;Female;Young;Data gunj buksh;University;Employee;Strongly Agree;Health;days50;I never saw it;Agree;Strongly Agree;Disagree;Food containers,                                    Other;Other;Usually;1- 10;Sometimes;Sometimes;Always;Outdoor;Never;2-1 years;Didn’t reuse;Often;Throw it on ground;Ignore it;Sell;No;I think about negative impact and look for the alternative;Yes;Family /friends;Corporate responsibility and sustainability initiatives;Neutral;Paper bag;Strongly Disagree
157;Female;Young;Data gunj buksh;University;Working Student;Agree;Health;Don’t know;I never saw it;Agree;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Price is Low,                         Lightweight,        Easily Available;Usually;11 - 25;Usually;Sometimes;Usually;Home;Always;One time;Few weeks;Always;Carry it with you to dispose of later or when you reach home;Always pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Institute;Government regulations and bans;Agree;Cloth bag;Agree
158;Female;Young;Samnabad;University;Employee;Agree;Health;days50;No;Agree;Agree;Disagree;Other;Easily Available;Always;Not at all;Usually;Sometimes;Usually;Home;Always;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Individual behavior change;Agree;Cloth bag;Disagree
159;Female;Young;Data gunj buksh;College;Employee;Disagree;Marine life;500 years;Yes;Agree;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                   Slipper,                    Snack Bag,                                 Utensil;Lightweight;Never;1- 10;Sometimes;Sometimes;Often;Office;Sometimes;One time;Few months;Usually;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Agree;Cloth bag;Agree
160;Female;Young;Cantonement;University;Employee;Agree;Marine life;Never degrade;Yes;Strongly Agree;Agree;Agree;Bags,                              Buckets,                                    Other;Easily Available;Sometimes;1- 10;Sometimes;Always;Sometimes;Home;Usually;more than 5;Few weeks;Always;Dump in near by trash can;Always pick it up;Open Dumping;Yes;I think about negative impact and look for the alternative;Yes;Family /friends;Individual behavior change;Strongly Agree;Paper bag;Strongly Agree
161;Female;Young;Data gunj buksh;College;Employee;Agree;Health;days50;I never saw it;Strongly Agree;Agree;Strongly Disagree;Bags;Price is Low;Never;Not at all;Usually;Always;Always;Home;Sometimes;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Open Dumping;Yes;I think about negative impact and look for the alternative;Yes;Own experience;Other;Strongly Agree;Cloth bag;Agree
162;Female;Young;Shalamar;College;Housewife;Strongly Agree;Marine life,             Sewage System;Don’t know;No;Strongly Agree;Strongly Agree;Strongly Disagree;Other;Other;Often;1- 10;Usually;Never;Sometimes;Office;Often;One time;Few weeks;Always;Dump in near by trash can;Always pick it up;Burying;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Own experience;Other;Strongly Agree;Cloth bag;Strongly Agree
163;Female;Middle Aged;Data gunj buksh;University;Employee;Strongly Agree;Health;days50;I never saw it;Strongly Agree;Strongly Agree;Neutral;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Lightweight;Often;1- 10;Usually;Sometimes;Usually;Outdoor;Often;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sell;No;I think about negative impact and look for the alternative;Yes;Social media;Corporate responsibility and sustainability initiatives;Strongly Agree;Cloth bag;Strongly Agree
164;Female;Old;Shalamar;University;Working Student;Agree;Health;Don’t know;No;Neutral;Strongly Agree;Agree;Bottle,                              Buckets,                                 Utensil;Lightweight,        Easily Available;Sometimes;1- 10;Usually;Sometimes;Always;Home;Sometimes;more than 5;Few months;Always;Dump in near by trash can;Always pick it up;Sell;Yes;I don't think about the negative impact of plastic;Yes;News;Government regulations and bans;Strongly Agree;No, I am okay with plastic;Agree
165;Female;Young;Ravi;University;Employee;Strongly Agree;Sewage System;days50;No;Agree;Agree;Disagree;Bowls;Lightweight;Often;1- 10;Usually;Usually;Always;Office;Often;One time;One time;Always;Dump in near by trash can;Always pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Agree;Cardboard;Disagree
166;Female;Young;Data gunj buksh;College;Employee;Agree;Sewage System;Never degrade;Yes;Strongly Agree;Agree;Strongly Agree;Bottle;Easily Available;Usually;11 - 25;Usually;Usually;Always;Outdoor;Always;Don’t reuse;One time;Always;Carry it with you to dispose of later or when you reach home;Ignore it;Sort through proper channels;Yes;I think about negative impact and look for the alternative;Yes;Own experience;Individual behavior change;Strongly Agree;Cloth bag;Strongly Agree
167;Female;Young;Ravi;University;Employee;Agree;Health;Don’t know;No;Agree;Agree;Disagree;Bottle;Lightweight;Usually;1- 10;Often;Sometimes;Sometimes;Home;Always;One time;Few weeks;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Institute;Other;Agree;Cloth bag;Agree
168;Female;Young;Data gunj buksh;College;Employee;Agree;Sewage System;days50;No;Agree;Agree;Strongly Agree;Bottle;Lightweight;Sometimes;1- 10;Usually;Always;Usually;Office;Usually;more than 5;Few months;Always;Dump in near by trash can;Always pick it up;Burning;Yes;I think about negative impact and look for the alternative;Yes;Social media;Government regulations and bans;Agree;Cloth bag;Agree
169;Female;Young;Nishter;College;Working Student;Strongly Agree;Sewage System;Don’t know;I never saw it;Agree;Strongly Agree;Neutral;Food containers;Easily Available;Sometimes;1- 10;Sometimes;Often;Always;Outdoor;Sometimes;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sell;Yes;I think about negative impact and look for the alternative;Yes;Institute;Government regulations and bans;Strongly Agree;Cloth bag;Agree
170;Male;Young;Shalamar;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;50 years;No;Neutral;Neutral;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls;Price is Low,                         Lightweight,               No Alternatives;Often;1- 10;Always;Usually;Always;Home;Sometimes;more than 5;One time;Usually;Dump in near by trash can;Sometimes pick it up;Sell;Yes;I don't think about the negative impact of plastic;No;Own experience;Individual behavior change;Neutral;Cloth bag;Neutral
